NDB_NO,Description,Fat per gram,Protein per gram,Carbs per gram,Calories per gram,F + P + C
16045,"Beans, small white, mature seeds, raw",0.011813953,0.211116279,0.622511628,3.358139535,0.84544186
16047,"Beans, yellow, mature seeds, raw",0.026020408,0.22,0.606989796,3.448979592,0.853010204
16049,"Beans, white, mature seeds, raw",0.008514851,0.233613861,0.602722772,3.331683168,0.844851484
16051,"Beans, white, mature seeds, canned",0.002900763,0.07259542,0.211984733,1.141221374,0.287480916
16052,"Broadbeans (fava beans), mature seeds, raw",0.015266667,0.2612,0.582933333,3.413333333,0.8594
16054,"Broadbeans (fava beans), mature seeds, canned",0.0021875,0.0546875,0.124101563,0.7109375,0.180976563
16055,Carob flour,0.006504854,0.046213592,0.888834951,2.223300971,0.941553397
16056,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",0.0604,0.2047,0.6295,3.78,0.8946
16058,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids",0.0195,0.049208333,0.134916667,0.879166667,0.203625
16059,"Chili with beans, canned",0.037617188,0.061210938,0.132382813,1.03125,0.231210939
16060,"Cowpeas, catjang, mature seeds, raw",0.020718563,0.238502994,0.596407186,3.431137725,0.855628743
16062,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, raw",0.01257485,0.235209581,0.600299401,3.359281437,0.848083832
16064,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned, plain",0.0055,0.047416667,0.136291667,0.770833333,0.189208334
16065,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned with pork",0.016,0.027416667,0.165291667,0.829166667,0.208708334
16067,"Hyacinth beans, mature seeds, raw",0.016904762,0.239,0.607380952,3.438095238,0.863285714
16068,"Hyacinth beans, mature seeds, cooked, boiled, without salt",0.005824742,0.081391753,0.206907216,1.170103093,0.294123711
16069,"Lentils, raw",0.010625,0.246302083,0.633489583,3.520833333,0.890416666
16070,"Lentils, mature seeds, cooked, boiled, without salt",0.003787879,0.09020202,0.201313131,1.161616162,0.29530303
16071,"Lima beans, large, mature seeds, raw",0.006910112,0.214606742,0.633820225,3.382022472,0.855337079
16073,"Lima beans, large, mature seeds, canned",0.001701245,0.049294606,0.149087137,0.788381743,0.200082988
16074,"Lima beans, thin seeded (baby), mature seeds, raw",0.009306931,0.206188119,0.628316832,3.351485149,0.843811882
16076,"Lupins, mature seeds, raw",0.097388889,0.361722222,0.403722222,3.711111111,0.862833333
16077,"Lupins, mature seeds, cooked, boiled, without salt",0.029216867,0.155722892,0.098795181,1.192771084,0.28373494
16078,"Mothbeans, mature seeds, raw",0.016122449,0.229387755,0.615204082,3.428571429,0.860714286
16080,"Mung beans, mature seeds, raw",0.011497585,0.238599034,0.626183575,3.468599034,0.876280194
16082,"Noodles, chinese, cellophane or long rice (mung beans), dehydrated",0.000571429,0.001571429,0.860928571,3.507142857,0.863071429
16083,"Mungo beans, mature seeds, raw",0.016376812,0.252077295,0.589903382,3.410628019,0.858357489
16085,"Peas, green, split, mature seeds, raw",0.011624365,0.23822335,0.637411168,3.517766497,0.887258883
16086,"Peas, split, mature seeds, cooked, boiled, without salt",0.003877551,0.083418367,0.211020408,1.178571429,0.298316326
16087,"Peanuts, all types, raw",0.492416226,0.257848325,0.161199295,5.679012346,0.911463846
16088,"Peanuts, all types, cooked, boiled, with salt",0.22015873,0.135079365,0.212539683,3.174603175,0.567777778
16089,"Peanuts, all types, oil-roasted, with salt",0.525,0.280277778,0.152569444,5.993055556,0.957847222
16090,"Peanuts, all types, dry-roasted, with salt",0.49664903,0.243386243,0.212698413,5.855379189,0.952733686
16091,"Peanuts, spanish, raw",0.496027397,0.261506849,0.158287671,5.698630137,0.915821917
16092,"Peanuts, spanish, oil-roasted, with salt",0.490408163,0.280068027,0.174489796,5.789115646,0.944965986
16093,"Peanuts, valencia, raw",0.475821918,0.250890411,0.209109589,5.698630137,0.935821918
16094,"Peanuts, valencia, oil-roasted, with salt",0.512430556,0.270416667,0.162986111,5.888888889,0.945833334
16095,"Peanuts, virginia, raw",0.487465753,0.251917808,0.165410959,5.630136986,0.90479452
16096,"Peanuts, virginia, oil-roasted, with salt",0.486223776,0.258671329,0.198601399,5.783216783,0.943496504
16097,"Peanut butter, chunk style, with salt",0.499375,0.240625,0.215625,5.875,0.955625
16098,"Peanut butter, smooth style, with salt",0.51375,0.2221875,0.223125,5.96875,0.9590625
16099,"Peanut flour, defatted",0.0055,0.522,0.347,3.266666667,0.8745
16100,"Peanut flour, low fat",0.219,0.338,0.312666667,4.283333333,0.869666667
16101,"Pigeon peas (red gram), mature seeds, raw",0.014878049,0.21697561,0.627804878,3.429268293,0.859658537
16103,"Refried beans, canned, traditional style (includes USDA commodity)",0.020084034,0.049789916,0.135504202,0.899159664,0.205378152
16104,"Bacon, meatless",0.295208333,0.116875,0.053125,3.090277778,0.465208333
16106,Meat extender,0.029659091,0.417045455,0.347045455,3.113636364,0.793750001
16107,"Sausage, meatless",0.1816,0.2028,0.0808,2.56,0.4652
16108,"Soybeans, mature seeds, raw",0.199408602,0.364892473,0.301612903,4.462365591,0.865913978
16109,"Soybeans, mature cooked, boiled, without salt",0.089709302,0.182093023,0.083604651,1.720930233,0.355406976
16111,"Soybeans, mature seeds, dry roasted",0.216236559,0.433225806,0.289784946,4.494623656,0.939247311
16112,Miso,0.06,0.127647059,0.253529412,2,0.441176471
16113,Natto,0.11,0.194,0.1268,2.108571429,0.4308
16114,Tempeh,0.108012048,0.202891566,0.076385542,1.921686747,0.387289156
16115,"Soy flour, full-fat, raw",0.206547619,0.378095238,0.319166667,4.345238095,0.903809524
16116,"Soy flour, full-fat, roasted",0.218588235,0.380941176,0.303764706,4.388235294,0.903294117
16117,"Soy flour, defatted",0.012190476,0.514571429,0.339238095,3.266666667,0.866
16118,"Soy flour, low-fat",0.088977273,0.498068182,0.30625,3.715909091,0.893295455
16119,"Soy meal, defatted, raw",0.023934426,0.491967213,0.358934426,3.368852459,0.874836065
16120,"Soymilk, original and vanilla, unfortified",0.017489712,0.032716049,0.062798354,0.53909465,0.113004115
16122,Soy protein isolate,0.033862434,0.88324515,0,3.350970018,0.917107584
16123,Soy sauce made from soy and wheat (shoyu),0.005625,0.08125,0.049375,0.5,0.13625
16124,Soy sauce made from soy (tamari),0.001111111,0.105,0.055555556,0.611111111,0.161666667
16125,Soy sauce made from hydrolyzed vegetable protein,0.005,0.07,0.078333333,0.611111111,0.153333333
16126,"Tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",0.041666667,0.090396825,0.028492063,0.777777778,0.160555555
16127,"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",0.036916667,0.071666667,0.011833333,0.608333333,0.120416667
16128,"Tofu, dried-frozen (koyadofu)",0.303529412,0.524705882,0.100588235,4.764705882,0.928823529
16129,"Tofu, fried",0.201763668,0.188359788,0.088536155,2.716049383,0.478659611
16130,Okara,0.017295082,0.035163934,0.122295082,0.762295082,0.174754098
16132,"Tofu, salted and fermented (fuyu)",0.08,0.089090909,0.043636364,1.181818182,0.212727273
16133,"Yardlong beans, mature seeds, raw",0.013113772,0.243293413,0.619101796,3.467065868,0.875508981
16135,"Winged beans, mature seeds, raw",0.163186813,0.296483516,0.417087912,4.087912088,0.876758241
16137,"Hummus, home prepared",0.086,0.048666667,0.201333333,1.8,0.336
16138,"Falafel, home-prepared",0.178235294,0.132941176,0.318235294,3.352941176,0.629411764
16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",0.014691358,0.02600823,0.049218107,0.427983539,0.089917695
16144,"Lentils, pink or red, raw",0.02171875,0.239114583,0.630989583,3.578125,0.891822916
16145,"Beans, kidney, red, mature seeds, canned, drained solids",0.010488722,0.07981203,0.214887218,1.240601504,0.30518797
16146,"Beans, pinto, canned, drained solids",0.00898917,0.069891697,0.202202166,1.140794224,0.281083033
16147,"Veggie burgers or soyburgers, unprepared",0.063,0.157,0.142714286,1.771428571,0.362714286
16149,"Peanut spread, reduced sugar",0.549032258,0.248064516,0.142258065,6.516129032,0.939354839
16150,"Peanut butter, smooth, reduced fat",0.34,0.258888889,0.356388889,5.194444444,0.955277778
16155,"Peanut butter, smooth, vitamin and mineral fortified",0.508125,0.2571875,0.1875,5.90625,0.9528125
16156,"Peanut butter, chunky, vitamin and mineral fortified",0.5146875,0.260625,0.176875,5.9375,0.9521875
16157,Chickpea flour (besan),0.066847826,0.223913043,0.578152174,3.869565217,0.868913043
16158,"Hummus, commercial",0.096,0.079333333,0.142666667,1.666666667,0.318
16159,"Tofu, extra firm, prepared with nigari",0.052637363,0.09978022,0.011758242,0.835164835,0.164175825
16160,"Tofu, hard, prepared with nigari",0.099918033,0.126803279,0.043934426,1.450819672,0.270655738
16161,"MORI-NU, Tofu, silken, soft",0.02702381,0.04797619,0.029047619,0.547619048,0.104047619
16162,"MORI-NU, Tofu, silken, firm",0.02702381,0.069047619,0.024047619,0.619047619,0.120119048
16163,"MORI-NU, Tofu, silken, extra firm",0.019047619,0.074047619,0.02,0.547619048,0.113095238
16164,"MORI-NU, Tofu, silken, lite firm",0.00797619,0.06297619,0.010952381,0.369047619,0.081904761
16165,"MORI-NU, Tofu, silken, lite extra firm",0.00702381,0.07,0.01,0.380952381,0.08702381
16166,"Soymilk, chocolate, unfortified",0.015308642,0.022592593,0.099506173,0.62962963,0.137407408
16167,"USDA Commodity, Peanut Butter, smooth",0.4953125,0.219375,0.2396875,5.875,0.954375
16171,"Refried beans, canned, vegetarian",0.008719008,0.052809917,0.135,0.830578512,0.196528925
16172,"Refried beans, canned, fat-free",0.004502165,0.053419913,0.134978355,0.787878788,0.192900433
16173,"Frijoles rojos volteados (Refried beans, red, canned)",0.069313305,0.05,0.15472103,1.442060086,0.274034335
16200,Campbell's Brown Sugar And Bacon Flavored Baked Beans,0.019230769,0.038461538,0.230769231,1.230769231,0.288461538
16202,"PACE, Traditional Refried Beans",0,0.041666667,0.108333333,0.666666667,0.15
16203,"PACE, Salsa Refried Beans",0,0.033333333,0.116666667,0.6,0.15
16204,"PACE, Spicy Jalapeno Refried Beans",0,0.041666667,0.116666667,0.633333333,0.158333334
16210,"Vitasoy USA, Nasoya Lite Firm Tofu",0.016962025,0.083037975,0.013037975,0.544303797,0.113037975
16211,"Vitasoy USA, Organic Nasoya Super Firm Cubed Tofu",0.063037975,0.124050633,0.027974684,1.17721519,0.215063292
16212,"Vitasoy USA, Organic Nasoya Extra Firm Tofu",0.052025316,0.101012658,0.025949367,0.974683544,0.178987341
16213,"Vitasoy USA, Organic Nasoya Firm Tofu",0.044050633,0.088987342,0.023037975,0.835443038,0.15607595
16214,"Vitasoy USA, Organic Nasoya Silken Tofu",0.024945055,0.048021978,0.013956044,0.472527473,0.086923077
16215,"Vitasoy USA, Vitasoy Organic Creamy Original Soymilk",0.01600823,0.029012346,0.045020576,0.440329218,0.090041152
16216,"Vitasoy USA, Vitasoy Organic Classic Original Soymilk",0.017983539,0.032016461,0.045020576,0.469135802,0.095020576
16219,"Vitasoy USA, Vitasoy Light Vanilla Soymilk",0.0081893,0.01600823,0.040987654,0.300411523,0.065185184
16222,"Soymilk (all flavors), unsweetened, with added calcium, vitamins A and D",0.016090535,0.028600823,0.017407407,0.329218107,0.062098765
16223,"Soymilk (All flavors), enhanced",0.019917695,0.029382716,0.034485597,0.448559671,0.083786008
16225,"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",0.007695473,0.023786008,0.035102881,0.300411523,0.066584362
16227,"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",0.006419753,0.020987654,0.082386831,0.469135802,0.109794238
16228,"Soymilk, original and vanilla, light, unsweetened, with added calcium, vitamins A and D",0.008518519,0.026213992,0.038518519,0.341563786,0.07325103
16229,"Soymilk (All flavors), lowfat, with added calcium, vitamins A and D",0.006213992,0.016502058,0.072016461,0.427983539,0.094732511
16230,"Soymilk (all flavors), nonfat, with added calcium, vitamins A and D",0.000411523,0.024691358,0.041399177,0.279835391,0.066502058
16231,"Soymilk, chocolate, nonfat, with added calcium, vitamins A and D",0.000411523,0.024691358,0.085102881,0.440329218,0.110205762
16235,"SILK Plain, soymilk",0.016502058,0.028806584,0.032880658,0.411522634,0.0781893
16236,"SILK Vanilla, soymilk",0.014403292,0.024691358,0.041193416,0.411522634,0.080288066
16237,"SILK Chocolate, soymilk",0.014403292,0.020617284,0.094691358,0.580246914,0.129711934
16238,"SILK Light Plain, soymilk",0.0081893,0.024691358,0.032880658,0.288065844,0.065761316
16239,"SILK Light Vanilla, soymilk",0.0081893,0.024691358,0.041193416,0.329218107,0.074074074
16240,"SILK Light Chocolate, soymilk",0.006213992,0.020617284,0.090493827,0.489711934,0.117325103
16241,"SILK Plus Omega-3 DHA, soymilk",0.020617284,0.028806584,0.032880658,0.448559671,0.082304526
16242,"SILK Plus for Bone Health, soymilk",0.014403292,0.024691358,0.045308642,0.411522634,0.084403292
16243,"SILK Plus Fiber, soymilk",0.014403292,0.024691358,0.057613169,0.411522634,0.096707819
16244,"SILK Unsweetened, soymilk",0.016502058,0.028806584,0,0.329218107,0.045308642
16245,"SILK Very Vanilla, soymilk",0.016502058,0.024691358,0.0781893,0.530864198,0.119382716
16246,"SILK Nog, soymilk",0.016393443,0.024590164,0.123032787,0.737704918,0.164016394
16247,"SILK Chai, soymilk",0.014403292,0.024691358,0.0781893,0.530864198,0.11728395
16248,"SILK Mocha, soymilk",0.014403292,0.020617284,0.090493827,0.580246914,0.125514403
16249,"SILK Coffee, soymilk",0.014403292,0.020617284,0.102880658,0.621399177,0.137901234
16250,SILK Vanilla soy yogurt (family size),0.017621145,0.026387665,0.13660793,0.788546256,0.18061674
16251,SILK Vanilla soy yogurt (single serving size),0.017588235,0.029411765,0.147117647,0.882352941,0.194117647
16252,SILK Plain soy yogurt,0.017621145,0.026387665,0.0969163,0.660792952,0.14092511
16253,SILK Strawberry soy yogurt,0.011823529,0.023529412,0.182411765,0.941176471,0.217764706
16255,SILK Peach soy yogurt,0.011823529,0.023529412,0.188176471,0.941176471,0.223529412
16258,SILK Key Lime soy yogurt,0.011823529,0.023529412,0.176470588,0.882352941,0.211823529
16259,SILK Banana-Strawberry soy yogurt,0.011823529,0.023529412,0.170588235,0.882352941,0.205941176
16260,SILK Original Creamer,0.066666667,0,0,1,0.066666667
16261,SILK French Vanilla Creamer,0.066666667,0,0.2,1.333333333,0.266666667
16271,"Vitasoy USA Organic Nasoya, Soft Tofu",0.035063291,0.087594937,0.007341772,0.696202532,0.13
16272,"Vitasoy USA Nasoya, Lite Silken Tofu",0.010989011,0.082087912,0,0.428571429,0.093076923
16273,"Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm",0.049058824,0.101764706,0.018235294,0.917647059,0.169058824
16274,"Vitasoy USA Organic Nasoya, Tofu Plus Firm",0.034,0.091882353,0.017058824,0.741176471,0.142941177
16275,"Vitasoy USA Organic Nasoya Sprouted, Tofu Plus Super Firm",0.059058824,0.132352941,0.021647059,1.152941176,0.213058824
16276,"Vitasoy USA Azumaya, Extra Firm Tofu",0.045949367,0.100759494,0.015316456,0.886075949,0.162025317
16277,"Vitasoy USA Azumaya, Firm Tofu",0.042025316,0.090759494,0.015189873,0.797468354,0.147974683
16278,"Vitasoy USA Azumaya, Silken Tofu",0.023956044,0.048241758,0.005824176,0.428571429,0.078021978
16279,HOUSE FOODS Premium Soft Tofu,0.027142857,0.06375,0.021964286,0.589285714,0.112857143
16281,HOUSE FOODS Premium Firm Tofu,0.041964286,0.109285714,0.009642857,0.857142857,0.160892857
16302,"Beans, adzuki, mature seed, cooked, boiled, with salt",0.001,0.075217391,0.247695652,1.27826087,0.323913043
16315,"Beans, black, mature seeds, cooked, boiled, with salt",0.005406977,0.088604651,0.237093023,1.319767442,0.331104651
16317,"Beans, black turtle, mature seeds, cooked, boiled, with salt",0.003513514,0.081783784,0.243513514,1.297297297,0.328810812
16320,"Beans, cranberry (roman), mature seeds, cooked, boiled, with salt",0.004576271,0.093389831,0.244576271,1.361581921,0.342542373
16323,"Beans, french, mature seeds, cooked, boiled, with salt",0.007627119,0.070508475,0.240225989,1.288135593,0.318361583
16325,"Beans, great northern, mature seeds, cooked, boiled, with salt",0.004519774,0.083276836,0.210903955,1.18079096,0.298700565
16328,"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",0.005028249,0.086723164,0.228022599,1.271186441,0.319774012
16331,"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",0.000903955,0.091299435,0.224124294,1.237288136,0.316327684
16335,"Beans, kidney, red, mature seeds, canned, drained solids, rinsed in tap water",0.009303797,0.081202532,0.207974684,1.208860759,0.298481013
16336,"Beans, kidney, royal red, mature seeds, cooked, boiled with salt",0.001694915,0.094915254,0.218474576,1.231638418,0.315084745
16337,"Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium",0.00359375,0.0521875,0.14828125,0.80859375,0.2040625
16338,"Beans, navy, mature seeds, cooked, boiled, with salt",0.006208791,0.082307692,0.260494505,1.401098901,0.349010988
16341,"Beans, pink, mature seeds, cooked, boiled, with salt",0.004911243,0.090591716,0.279112426,1.49112426,0.374615385
16343,"Beans, pinto, mature seeds, cooked, boiled, with salt",0.006491228,0.090116959,0.262222222,1.432748538,0.358830409
16345,"Beans, pinto, mature seeds, canned, drained solids, rinsed in tap water",0.009704142,0.070414201,0.207692308,1.171597633,0.287810651
16346,"Beans, small white, mature seeds, cooked, boiled, with salt",0.006424581,0.08972067,0.258100559,1.418994413,0.35424581
16348,"Beans, yellow, mature seeds, cooked, boiled, with salt",0.01079096,0.091581921,0.252824859,1.440677966,0.35519774
16350,"Beans, white, mature seeds, cooked, boiled, with salt",0.003519553,0.097318436,0.250893855,1.391061453,0.351731844
16353,"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",0.004,0.076,0.196470588,1.1,0.276470588
16357,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",0.025914634,0.088597561,0.274207317,1.640243902,0.388719512
16358,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids",0.02770751,0.070513834,0.225296443,1.391304348,0.323517787
16359,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water",0.024685039,0.070393701,0.228700787,1.381889764,0.323779527
16361,"Cowpeas, catjang, mature seeds, cooked, boiled, with salt",0.007076023,0.08128655,0.203216374,1.169590643,0.291578947
16363,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, with salt",0.005321637,0.077309942,0.207602339,1.157894737,0.290233918
16368,"Hyacinth beans, mature seeds, cooked, boiled, with salt",0.005824742,0.081391753,0.207010309,1.170103093,0.294226804
16370,"Lentils, mature seeds, cooked, boiled, with salt",0.003787879,0.09020202,0.19540404,1.141414141,0.289393939
16372,"Lima beans, large, mature seeds, cooked, boiled, with salt",0.003776596,0.077978723,0.208776596,1.14893617,0.290531915
16375,"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt",0.003791209,0.080384615,0.233076923,1.258241758,0.317252747
16377,"Lupins, mature seeds, cooked, boiled, with salt",0.029216867,0.155722892,0.092891566,1.162650602,0.277831325
16379,"Mothbeans, mature seeds, cooked, boiled, with salt",0.005480226,0.078079096,0.20960452,1.169491525,0.293163842
16381,"Mung beans, mature seeds, cooked, boiled, with salt",0.003811881,0.07019802,0.191485149,1.04950495,0.26549505
16384,"Mungo beans, mature seeds, cooked, boiled, with salt",0.0055,0.075388889,0.183388889,1.05,0.264277778
16386,"Peas, split, mature seeds, cooked, boiled, with salt",0.003877551,0.083418367,0.205102041,1.158163265,0.292397959
16390,"Peanuts, all types, dry-roasted, without salt",0.496575342,0.243493151,0.21260274,5.869863014,0.952671233
16399,"Peanut butter with omega-3, creamy",0.541875,0.245,0.17,6.0625,0.956875
16402,"Pigeon peas (red gram), mature seeds, cooked, boiled, with salt",0.003809524,0.067619048,0.2325,1.208333333,0.303928572
16403,"Refried beans, canned, traditional, reduced sodium",0.020084034,0.049789916,0.135504202,0.890756303,0.205378152
16410,"Soybeans, mature seeds, roasted, no salt added",0.254011628,0.385523256,0.302209302,4.691860465,0.941744186
16420,"Soy protein concentrate, produced by acid wash",0.004585538,0.63633157,0.253968254,3.28042328,0.894885362
16422,"Soy protein isolate, potassium type",0.005291005,0.88324515,0.025749559,3.209876543,0.914285714
16424,"Soy sauce made from soy and wheat (shoyu), low sodium",0.002816901,0.09084507,0.055633803,0.563380282,0.149295774
16425,"Soy sauce, reduced sodium, made from hydrolyzed vegetable protein",0.003333333,0.082,0.144666667,0.933333333,0.23
16426,"Tofu, raw, firm, prepared with calcium sulfate",0.087222222,0.172698413,0.027777778,1.436507937,0.287698413
16427,"Tofu, raw, regular, prepared with calcium sulfate",0.047822581,0.080806452,0.018709677,0.758064516,0.14733871
16428,"Tofu, dried-frozen (koyadofu), prepared with calcium sulfate",0.303529412,0.524117647,0.082941176,4.705882353,0.910588235
16429,"Tofu, fried, prepared with calcium sulfate",0.201538462,0.188461538,0.088461538,2.692307692,0.478461538
16432,"Tofu, salted and fermented (fuyu), prepared with calcium sulfate",0.08,0.081818182,0.051818182,1.181818182,0.213636364
16434,"Yardlong beans, mature seeds, cooked, boiled, with salt",0.004502924,0.082923977,0.210877193,1.18128655,0.298304094
16436,"Winged beans, mature seeds, cooked, boiled, with salt",0.058372093,0.10622093,0.149418605,1.470930233,0.314011628
16570,"GARDENBURGER Black Bean Chipotle Burger, frozen, unprepared",0.039014085,0.065070423,0.22,1.323943662,0.324084508
16579,"GARDENBURGER Original, frozen, unprepared",0.046056338,0.071971831,0.220985915,1.549295775,0.339014084
16581,"GARDENBURGER Flame Grilled Burger, frozen, unprepared",0.043958333,0.151979167,0.068020833,1.21875,0.263958333
16584,"GARDENBURGER Savory Portabella Veggie Burger, frozen, unprepared",0.032957746,0.059014085,0.220985915,1.38028169,0.312957746
16585,"GARDENBURGER Sun-Dried Tomato Basil Burger, frozen, unprepared",0.036056338,0.054929577,0.237042254,1.366197183,0.328028169
16586,"GARDENBURGER Veggie Medley Burger, frozen, unprepared",0.036056338,0.040985915,0.24,1.211267606,0.317042253
17001,"Lamb, domestic, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, raw",0.215873016,0.168959436,0,2.680776014,0.384832452
17002,"Lamb, domestic, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",0.209411765,0.245176471,0,2.941176471,0.454588236
17003,"Lamb, domestic, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, raw",0.052557319,0.202821869,0,1.340388007,0.255379188
17004,"Lamb, domestic, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, cooked",0.095176471,0.282235294,0,2.058823529,0.377411765
17005,"Lamb, domestic, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, raw",0.70617284,0.066666667,0,6.666666667,0.772839507
17006,"Lamb, domestic, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, cooked",0.591764706,0.121647059,0,5.858823529,0.713411765
17007,"Lamb, domestic, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw",0.133686067,0.189065256,0,2.010582011,0.322751323
17008,"Lamb, domestic, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",0.134594595,0.283716216,0,2.432432432,0.418310811
17009,"Lamb, domestic, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw",0.032804233,0.210934744,0,1.199294533,0.243738977
17010,"Lamb, domestic, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",0.060234375,0.310078125,0,1.8671875,0.3703125
17011,"Lamb, domestic, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, raw",0.170723104,0.179188713,0,2.292768959,0.349911817
17012,"Lamb, domestic, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",0.164823529,0.255529412,0,2.576470588,0.420352941
17013,"Lamb, domestic, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, raw",0.045149912,0.205643739,0,1.26984127,0.250793651
17014,"Lamb, domestic, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",0.077411765,0.282941176,0,1.905882353,0.360352941
17016,"Lamb, domestic, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",0.124470588,0.264117647,0,2.247058824,0.388588235
17017,"Lamb, domestic, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw",0.041975309,0.205291005,0,1.234567901,0.247266314
17018,"Lamb, domestic, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",0.066705882,0.281647059,0,1.8,0.348352941
17019,"Lamb, domestic, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",0.221164021,0.169312169,0,2.716049383,0.39047619
17020,"Lamb, domestic, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",0.206705882,0.246352941,0,2.917647059,0.453058823
17021,"Lamb, domestic, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, raw",0.050793651,0.205643739,0,1.340388007,0.25643739
17022,"Lamb, domestic, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",0.091647059,0.283529412,0,2.035294118,0.375176471
17023,"Lamb, domestic, loin, separable lean and fat, trimmed to 1/4"" fat, choice, raw",0.266313933,0.163315697,0,3.104056437,0.42962963
17024,"Lamb, domestic, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",0.230823529,0.251647059,0,3.164705882,0.482470588
17025,"Lamb, domestic, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",0.235882353,0.225529412,0,3.094117647,0.461411765
17026,"Lamb, domestic, loin, separable lean only, trimmed to 1/4"" fat, choice, raw",0.059259259,0.208818342,0,1.446208113,0.268077601
17027,"Lamb, domestic, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",0.097294118,0.299882353,0,2.164705882,0.397176471
17028,"Lamb, domestic, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",0.097647059,0.265882353,0,2.023529412,0.363529412
17029,"Lamb, domestic, rib, separable lean and fat, trimmed to 1/4"" fat, choice, raw",0.343915344,0.145326279,0,3.703703704,0.489241623
17030,"Lamb, domestic, rib, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",0.295882353,0.221294118,0,3.611764706,0.517176471
17031,"Lamb, domestic, rib, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",0.298235294,0.211176471,0,3.588235294,0.509411765
17032,"Lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, raw",0.092416226,0.199647266,0,1.693121693,0.292063492
17033,"Lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",0.12952381,0.277414966,0,2.346938776,0.406938776
17034,"Lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",0.133058824,0.261647059,0,2.317647059,0.394705883
17035,"Lamb, domestic, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, raw",0.214462081,0.165784832,0,2.645502646,0.380246913
17036,"Lamb, domestic, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",0.245529412,0.286823529,0,3.435294118,0.532352941
17037,"Lamb, domestic, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",0.192588235,0.244235294,0,2.776470588,0.436823529
17038,"Lamb, domestic, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",0.199647059,0.225058824,0,2.764705882,0.424705883
