NDB_NO,Description,Fat per gram,Protein per gram,Carbs per gram,Calories per gram,F + P + C
10209,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, roasted",0.113768116,0.292028986,0,2.268115942,0.405797102
10211,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",0.054705882,0.284117647,0,1.705882353,0.338823529
10212,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",0.055294118,0.281882353,0,1.694117647,0.337176471
10213,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",0.073176471,0.296235294,0,1.917647059,0.369411765
10215,"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, braised",0.045058824,0.287529412,0,1.635294118,0.332588236
10216,"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, broiled",0.043647059,0.286,0,1.611764706,0.329647059
10217,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean only, cooked, roasted",0.053058824,0.303882353,0,1.776470588,0.356941177
10220,"Pork, fresh, ground, cooked",0.207647059,0.256941176,0,2.964705882,0.464588235
10221,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",0.081058824,0.298588235,0,2.011764706,0.379647059
10222,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",0.039647059,0.260352941,0,1.470588235,0.3
10223,"Pork, fresh, loin, tenderloin, separable lean only, cooked, broiled",0.063294118,0.304235294,0,1.870588235,0.367529412
10227,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",0.136588235,0.260705882,0,2.352941176,0.397294117
10229,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",0.094352941,0.294705882,0,2.105882353,0.389058823
10802,"USDA Commodity, pork, cured, ham, boneless, cooked, heated",0.076190476,0.188359788,0,1.481481481,0.264550264
10803,"USDA Commodity, pork, ground, fine/coarse, frozen, cooked",0.182010582,0.235626102,0,2.645502646,0.417636684
10804,"USDA Commodity, pork, cured, ham, boneless, cooked, unheated",0.061728395,0.174250441,0.007054674,1.340388007,0.24303351
10805,"USDA Commodity, pork, ground, fine/coarse, frozen, raw",0.171769912,0.154070796,0,2.212389381,0.325840708
10851,"HORMEL, Cure 81 Ham",0.035952381,0.184285714,0.002142857,1.05952381,0.222380952
10852,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",0.030714286,0.181964286,0.046339286,1.1875,0.259017858
10853,"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",0.038035714,0.172142857,0.018214286,1.098214286,0.228392857
10854,"HORMEL ALWAYS TENDER, Pork Loin Filets, Lemon Garlic-Flavored",0.041428571,0.178214286,0.017857143,1.178571429,0.2375
10855,"HORMEL ALWAYS TENDER, Center Cut Chops, Fresh Pork",0.096296296,0.187301587,0.008465608,1.657848325,0.292063491
10856,"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork",0.071785714,0.190357143,0.0075,1.464285714,0.269642857
10857,HORMEL Canadian Style Bacon,0.049464286,0.16875,0.01875,1.214285714,0.236964286
10858,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",0.05,0.289466667,0,1.693333333,0.339466667
10859,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",0.0766,0.283466667,0,1.9,0.360066667
10860,"Pork, cured, bacon, cooked, baked",0.432098765,0.356790123,0.013580247,5.432098765,0.802469135
10861,"Pork, cured, bacon, cooked, microwaved",0.340659341,0.39010989,0.004395604,4.725274725,0.735164835
10862,"Pork, cured, bacon, pre-sliced, cooked, pan-fried",0.351304348,0.339130435,0.017391304,4.695652174,0.707826087
10863,"Pork, fresh, variety meats and by-products, stomach, cooked, simmered",0.072588235,0.214,0.000941176,1.564705882,0.287529411
10864,"Pork, bacon, rendered fat, cooked",0.995058824,0.000705882,0,8.976470588,0.995764706
10865,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted",0.035647059,0.214117647,0.008705882,1.211764706,0.258470588
10866,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",0.034823529,0.154352941,0.006705882,0.952941176,0.195882352
10867,"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",0.044352941,0.209176471,0.012,1.282352941,0.265529412
10868,"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil",0.042941176,0.220352941,0.014823529,1.305882353,0.278117646
10869,"Pork, cured, ham and water product, slice, bone-in, separable lean only, heated, pan-broil",0.036352941,0.208941176,0.013529412,1.223529412,0.258823529
10870,"Pork, cured, ham and water product, slice, boneless, separable lean only, heated, pan-broil",0.05057971,0.150869565,0.046884058,1.231884058,0.248333333
10872,"Pork, cured, ham and water product, whole, boneless, separable lean only, unheated",0.048588235,0.140705882,0.042235294,1.164705882,0.231529411
10873,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",0.042470588,0.241411765,0.004823529,1.364705882,0.288705882
10874,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",0.049647059,0.249529412,0.003411765,1.447058824,0.302588236
10875,"Pork, cured, ham with natural juices, slice, bone-in, separable lean only, heated, pan-broil",0.043764706,0.277529412,0,1.505882353,0.321294118
10876,"Pork, cured, ham with natural juices, spiral slice, meat only, boneless, separable lean only, heated, roasted",0.037793103,0.225586207,0.010827586,1.262068966,0.274206896
10877,"Pork, cured, ham and water product, rump, bone-in, separable lean only, heated, roasted",0.047058824,0.212823529,0.011529412,1.305882353,0.271411765
10878,"Pork, cured, ham -- water added, slice, boneless, separable lean only, heated, pan-broil",0.040941176,0.188235294,0.017529412,1.188235294,0.246705882
10879,"Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted",0.043882353,0.179882353,0.015647059,1.164705882,0.239411765
10880,"Pork, cured, ham -- water added, whole, boneless, separable lean only, unheated",0.039647059,0.173411765,0.014470588,1.105882353,0.227529412
10881,"Pork, cured, ham and water product, shank, bone-in, separable lean only, heated, roasted",0.044470588,0.216941176,0.012588235,1.317647059,0.273999999
10882,"Pork, cured, ham with natural juices, slice, boneless, separable lean only, heated, pan-broil",0.031647059,0.209529412,0.010470588,1.164705882,0.251647059
10883,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted",0.030117647,0.205647059,0.008352941,1.129411765,0.244117647
10884,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, unheated",0.032098765,0.194356261,0.010229277,1.093474427,0.236684303
10885,"Pork, cured, ham -- water added, shank, bone-in, separable lean only, unheated",0.018705882,0.186470588,0.007058824,0.905882353,0.212235294
10886,"Pork, cured, ham -- water added, slice, bone-in, separable lean only, unheated",0.022941176,0.173764706,0.012352941,0.952941176,0.209058823
10887,"Pork, cured, ham and water product, rump, bone-in, separable lean only, unheated",0.033862434,0.179188713,0.012345679,1.058201058,0.225396826
10888,"Pork, cured, ham and water product, slice, bone-in, separable lean only, unheated",0.037764706,0.144705882,0.028235294,1.035294118,0.210705882
10889,"Pork, cured, ham and water product, shank, bone-in, unheated, separable lean only",0.041764706,0.175294118,0.012,1.129411765,0.229058824
10890,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, unheated",0.034705882,0.227058824,0.004352941,1.223529412,0.266117647
10891,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, unheated",0.033294118,0.251058824,0.003058824,1.294117647,0.287411766
10892,"Pork, cured, ham with natural juices, slice, bone-in, separable lean only, unheated",0.028705882,0.243411765,0,1.235294118,0.272117647
10893,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean only, unheated",0.032451499,0.192592593,0.012345679,1.093474427,0.237389771
10894,"Pork, cured, ham, separable fat, boneless, heated",0.515647059,0.087647059,0.02,5.070588235,0.623294118
10895,"Pork, cured, ham, separable fat, boneless, unheated",0.53,0.075042735,0.018717949,5.153846154,0.623760684
10898,"Pork, pickled pork hocks",0.105384615,0.191111111,0,1.709401709,0.296495726
10899,"Pork, cured, ham, slice, bone-in, separable lean only, heated, pan-broil",0.040941176,0.271764706,0.007411765,1.482352941,0.320117647
10900,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, unheated",0.034215168,0.193650794,0.010229277,1.128747795,0.238095239
10901,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, unheated",0.057495591,0.18659612,0.011640212,1.305114638,0.255731923
10902,"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, unheated",0.074,0.228235294,0.001647059,1.588235294,0.303882353
10903,"Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, unheated",0.111111111,0.223633157,0.003174603,1.904761905,0.337918871
10904,"Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, unheated",0.132627866,0.196825397,0.004232804,2.010582011,0.333686067
10905,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated",0.04973545,0.140388007,0.041975309,1.164021164,0.232098766
10906,"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated",0.092768959,0.13686067,0.027160494,1.481481481,0.256790123
10907,"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, unheated",0.2,0.142857143,0.014109347,2.433862434,0.35696649
10908,"Pork, cured, ham and water product, rump, bone-in, separable lean and fat, unheated",0.121340388,0.160846561,0.01340388,1.798941799,0.295590829
10909,"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, unheated",0.053968254,0.170723104,0.014109347,1.199294533,0.238800705
10910,"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, unheated",0.107583774,0.157319224,0.010934744,1.622574956,0.275837742
10911,"Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, unheated",0.11005291,0.1664903,0.00670194,1.657848325,0.28324515
10912,"Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, unheated",0.124867725,0.140035273,0.008112875,1.728395062,0.273015873
10913,"Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, heated, roasted",0.085647059,0.201058824,0.009882353,1.611764706,0.296588236
10914,"Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, heated, roasted",0.133647059,0.186235294,0.013529412,2,0.333411765
10915,"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil",0.087294118,0.208,0.015411765,1.658823529,0.310705883
10916,"Pork, cured, ham -- water added, slice, boneless, separable lean and fat, heated, pan-broil",0.050470588,0.186235294,0.017176471,1.247058824,0.253882353
10917,"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted",0.054823529,0.177647059,0.015411765,1.258823529,0.247882353
10918,"Pork, cured, ham and water product, rump, bone-in, separable lean and fat, heated, roasted",0.114823529,0.194588235,0.011529412,1.858823529,0.320941176
10919,"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, heated, roasted",0.172941176,0.181647059,0.014235294,2.341176471,0.368823529
10920,"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, heated, pan-broil",0.077764706,0.198470588,0.014117647,1.552941176,0.290352941
10921,"Pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil",0.051323529,0.150808824,0.046911765,1.242647059,0.249044118
10922,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted",0.054588235,0.138823529,0.046117647,1.235294118,0.239529411
10923,"Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, heated, roasted",0.093882353,0.224705882,0.006,1.764705882,0.324588235
10924,"Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, heated, roasted",0.109294118,0.228823529,0.003294118,1.905882353,0.341411765
10925,"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil",0.082823529,0.261764706,0.001647059,1.8,0.346235294
10926,"Pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil",0.034,0.208941176,0.010352941,1.176470588,0.253294117
10927,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted",0.050965517,0.221793103,0.01062069,1.393103448,0.28337931
10928,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted",0.031294118,0.205411765,0.008352941,1.141176471,0.245058824
10929,"Pork, cured, ham, rump, bone-in, separable lean and fat, heated, roasted",0.088823529,0.239529412,0.006352941,1.764705882,0.334705882
10931,"Pork, cured, ham, rump, bone-in, separable lean only, heated, roasted",0.030705882,0.260235294,0.006823529,1.317647059,0.297764705
10932,"Pork, cured, ham, rump, bone-in, separable lean only, unheated",0.029276896,0.244444444,0.003174603,1.234567901,0.276895943
10933,"Pork, cured, ham, shank, bone-in, separable lean only, heated, roasted",0.036823529,0.264941176,0.006823529,1.388235294,0.308588234
10934,"Pork, cured, ham, shank, bone-in, separable lean only, unheated",0.031746032,0.237742504,0.001763668,1.234567901,0.271252204
10935,"Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted",0.093529412,0.243882353,0.006352941,1.905882353,0.343764706
10936,"Pork, cured, ham, shank, bone-in, separable lean and fat, unheated",0.098412698,0.21622575,0.004232804,1.76366843,0.318871252
10937,"Pork, cured, ham, slice, bone-in, separable lean and fat, heated, pan-broil",0.084823529,0.254823529,0.006941176,1.811764706,0.346588234
10938,"Pork, cured, ham, slice, bone-in, separable lean only, unheated",0.035882353,0.243647059,0,1.294117647,0.279529412
10939,"Pork, cured, ham, slice, bone-in, separable lean and fat, unheated",0.091647059,0.224470588,0.002117647,1.729411765,0.318235294
10940,"Pork, fresh, spareribs, separable lean and fat, cooked, roasted",0.308588235,0.208941176,0,3.611764706,0.517529411
10943,"Pork, fresh, loin, tenderloin, separable lean only, with added solution, cooked, roasted",0.031529412,0.216117647,0.003058824,1.164705882,0.250705883
10945,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution cooked, braised",0.121411765,0.275764706,0,2.270588235,0.397176471
10947,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, broiled",0.05728972,0.296542056,0,1.700934579,0.353831776
10950,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, broiled",0.094205607,0.283271028,0.000186916,1.981308411,0.377663551
10952,"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, cooked, roasted",0.037058824,0.214941176,0.003058824,1.211764706,0.255058824
10954,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, with added solution, cooked, braised",0.169411765,0.258352941,0.000352941,2.635294118,0.428117647
10955,"Pork, cured, ham, rump, bone-in, separable lean and fat, unheated",0.093764706,0.222705882,0.005176471,1.764705882,0.321647059
10956,"Pork, loin, leg cap steak, boneless, separable lean and fat, cooked, broiled",0.044117647,0.275647059,0,1.576470588,0.319764706
10959,"Pork, Shoulder breast, boneless, separable lean and fat, cooked, broiled",0.044941176,0.284705882,0,1.623529412,0.329647058
10960,"Pork, shoulder, petite tender, boneless, separable lean and fat, cooked, broiled",0.042282609,0.274673913,0,1.554347826,0.316956522
10962,"Pork, Leg sirloin tip roast, boneless, separable lean and fat, cooked, braised",0.025647059,0.311058824,0,1.564705882,0.336705883
10974,"Pork, ground, 72% lean / 28% fat, cooked, crumbles",0.329292035,0.228318584,0.013893805,3.92920354,0.571504424
10975,"Pork, ground, 84% lean / 16% fat, cooked, crumbles",0.200352941,0.266941176,0.005764706,2.894117647,0.473058823
10976,"Pork, ground, 96% lean / 4% fat, cooked, crumbles",0.071529412,0.305529412,0,1.870588235,0.377058824
10977,"Pork, ground, 72% lean / 28% fat, cooked, pan-broiled",0.314235294,0.225882353,0.010823529,3.764705882,0.550941176
10978,"Pork, ground, 84% lean / 16% fat, cooked, pan-broiled",0.213882353,0.271411765,0,3.011764706,0.485294118
10979,"Pork, ground, 96% lean / 4% fat, cooked, pan-broiled",0.062,0.316941176,0.005647059,1.847058824,0.384588235
10981,"Pork loin, fresh, backribs, bone-in, cooked-roasted, lean only",0.176470588,0.241529412,0,2.552941176,0.418
10983,"Pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted",0.071411765,0.275764706,0,1.752941176,0.347176471
10984,"Pork, fresh, loin, blade (chops), boneless, separable lean only, boneless, cooked, broiled",0.067411765,0.261411765,0.008941176,1.694117647,0.337764706
10986,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled",0.11647541,0.278278689,0,2.163934426,0.394754099
10987,"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, roasted",0.113768116,0.292028986,0,2.188405797,0.405797102
10988,"Pork, fresh, blade, (chops), boneless, separable lean and fat, cooked, broiled",0.11129771,0.247328244,0.008320611,2.022900763,0.366946565
10990,"Pork, fresh, loin, blade (roasts), boneless, separable lean and fat, cooked, roasted",0.103176471,0.264823529,0,1.988235294,0.368
10991,"Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, broiled",0.157295082,0.262786885,0,2.467213115,0.420081967
10992,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, broiled",0.17557377,0.255819672,0,2.598360656,0.431393442
10993,"Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, roasted",0.183115942,0.263985507,0,2.702898551,0.447101449
10994,"Bacon, pre-sliced, reduced/low sodium, unprepared",0.392692308,0.125384615,0.008461538,4.076923077,0.526538461
10998,"Canadian bacon, cooked, pan-fried",0.027536232,0.283333333,0.018115942,1.449275362,0.328985507
11001,"Alfalfa seeds, sprouted, raw",0.006969697,0.04,0.020909091,0.242424242,0.067878788
11003,"Amaranth leaves, raw",0.003214286,0.024642857,0.040357143,0.214285714,0.068214286
11005,"Arrowhead, raw",0.0028,0.0532,0.2024,1,0.2584
11007,"Artichokes, (globe or french), raw",0.001484375,0.032734375,0.105078125,0.46875,0.139296875
11008,"Artichokes, (globe or french), cooked, boiled, drained, without salt",0.003416667,0.028916667,0.1195,0.533333333,0.151833334
11009,"Artichokes, (globe or french), frozen, unprepared",0.004285714,0.026309524,0.0775,0.380952381,0.108095238
11011,"Asparagus, raw",0.00119403,0.022014925,0.03880597,0.201492537,0.062014925
11012,"Asparagus, cooked, boiled, drained",0.002222222,0.024,0.041111111,0.222222222,0.067333333
11015,"Asparagus, canned, drained solids",0.006487603,0.021404959,0.024586777,0.190082645,0.052479339
11018,"Asparagus, frozen, unprepared",0.002241379,0.032241379,0.041034483,0.24137931,0.075517241
11022,"Balsam-pear (bitter gourd), leafy tips, raw",0.0075,0.0525,0.0325,0.25,0.0925
11023,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",0.002068966,0.036034483,0.066724138,0.344827586,0.104827587
11024,"Balsam-pear (bitter gourd), pods, raw",0.00172043,0.01,0.036989247,0.172043011,0.048709677
11026,"Bamboo shoots, raw",0.002980132,0.02602649,0.051986755,0.271523179,0.080993377
11027,"Bamboo shoots, cooked, boiled, drained, without salt",0.002166667,0.015333333,0.019166667,0.116666667,0.036666667
11028,"Bamboo shoots, canned, drained solids",0.003969466,0.017175573,0.03221374,0.190839695,0.053358779
11029,"Beans, kidney, mature seeds, sprouted, raw",0.005,0.04201087,0.040978261,0.288043478,0.087989131
11031,"Lima beans, immature seeds, raw",0.008589744,0.068397436,0.201730769,1.128205128,0.278717949
11033,"Lima beans, immature seeds, canned, regular pack, solids and liquids",0.002903226,0.040725806,0.133306452,0.709677419,0.176935484
11037,"Lima beans, immature seeds, frozen, fordhook, unprepared",0.0035,0.064,0.1983125,1.0625,0.2658125
11039,"Lima beans, immature seeds, frozen, baby, unprepared",0.004390244,0.075914634,0.251402439,1.317073171,0.331707317
11043,"Mung beans, mature seeds, sprouted, raw",0.001826923,0.030384615,0.059423077,0.298076923,0.091634615
11044,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt",0.000887097,0.020322581,0.041935484,0.209677419,0.063145162
11045,"Mung beans, mature seeds, sprouted, cooked, stir-fried",0.002096774,0.042983871,0.105887097,0.5,0.150967742
11046,"Beans, navy, mature seeds, sprouted, raw",0.007019231,0.061538462,0.130480769,0.673076923,0.199038462
11048,"Beans, pinto, immature seeds, frozen, unprepared",0.005,0.097978723,0.325,1.70212766,0.427978723
11050,"Beans, shellie, canned, solids and liquids",0.001918367,0.017591837,0.061918367,0.302040816,0.081428571
11052,"Beans, snap, green, raw",0.0022,0.0183,0.0697,0.31,0.0902
11054,"Beans, snap, green, canned, regular pack, solids and liquids",0.001708333,0.007208333,0.032708333,0.15,0.041624999
11056,"Beans, snap, green, canned, regular pack, drained solids",0.004074074,0.010518519,0.041925926,0.207407407,0.056518519
11058,"Beans, snap, canned, all styles, seasoned, solids and liquids",0.002017544,0.008333333,0.034912281,0.157894737,0.045263158
11060,"Beans, snap, green, frozen, all styles, unprepared",0.002066116,0.017933884,0.075371901,0.388429752,0.095371901
11061,"Beans, snap, green, frozen, cooked, boiled, drained without salt",0.001703704,0.014888889,0.064518519,0.281481481,0.081111112
11062,"Beans, snap, green, frozen, all styles, microwaved",0.004144144,0.01981982,0.06981982,0.396396396,0.093783784
11063,"Beans, snap, green, microwaved",0.005,0.023103448,0.064137931,0.387931034,0.092241379
11080,"Beets, raw",0.001691176,0.016102941,0.095588235,0.426470588,0.113382352
11081,"Beets, cooked, boiled, drained",0.001764706,0.016823529,0.099647059,0.435294118,0.118235294
11082,"Beets, canned, regular pack, solids and liquids",0.000894309,0.007317073,0.071382114,0.300813008,0.079593496
11084,"Beets, canned, drained solids",0.001401274,0.00910828,0.072101911,0.312101911,0.082611465
11086,"Beet greens, raw",0.001315789,0.022105263,0.043421053,0.210526316,0.066842105
11088,"Broadbeans, immature seeds, raw",0.005963303,0.055963303,0.116972477,0.71559633,0.178899083
11090,"Broccoli, raw",0.003736264,0.028241758,0.066373626,0.340659341,0.098351648
11092,"Broccoli, frozen, chopped, unprepared",0.002884615,0.028076923,0.047820513,0.262820513,0.078782051
11094,"Broccoli, frozen, spears, unprepared",0.003368421,0.030631579,0.053473684,0.294736842,0.087473684
11095,"Broccoli, frozen, spears, cooked, boiled, drained, without salt",0.001086957,0.030978261,0.053586957,0.282608696,0.085652175
11096,"Broccoli raab, raw",0.005,0.03175,0.0285,0.225,0.06525
11097,"Broccoli raab, cooked",0.005176471,0.038352941,0.031176471,0.329411765,0.074705883
11098,"Brussels sprouts, raw",0.002954545,0.03375,0.089545455,0.431818182,0.12625
11100,"Brussels sprouts, frozen, unprepared",0.004105263,0.037789474,0.078631579,0.410526316,0.120526316
11104,"Burdock root, raw",0.001525424,0.015338983,0.173389831,0.720338983,0.190254238
11106,"Butterbur, (fuki), raw",0.000425532,0.00393617,0.03606383,0.138297872,0.040425532
11109,"Cabbage, raw",0.001011236,0.012808989,0.057977528,0.247191011,0.071797753
11112,"Cabbage, red, raw",0.001573034,0.014269663,0.073707865,0.314606742,0.089550562
11114,"Cabbage, savoy, raw",0.001,0.02,0.061,0.271428571,0.082
11116,"Cabbage, chinese (pak-choi), raw",0.002,0.015,0.021857143,0.128571429,0.038857143
11118,"Cabbage, kimchi",0.005,0.011,0.024,0.146666667,0.04
11119,"Cabbage, chinese (pe-tsai), raw",0.001973684,0.011973684,0.032236842,0.157894737,0.04618421
11122,"Cardoon, raw",0.001011236,0.007022472,0.040674157,0.168539326,0.048707865
11124,"Carrots, raw",0.002421875,0.009296875,0.09578125,0.40625,0.1075
11126,"Carrots, canned, regular pack, solids and liquids",0.001382114,0.005772358,0.053739837,0.227642276,0.060894309
11130,"Carrots, frozen, unprepared",0.00453125,0.0078125,0.0790625,0.359375,0.09140625
11134,"Cassava, raw",0.002815534,0.013592233,0.380582524,1.601941748,0.396990291
11135,"Cauliflower, raw",0.002803738,0.019158879,0.049719626,0.252336449,0.071682243
11137,"Cauliflower, frozen, unprepared",0.002727273,0.020151515,0.046818182,0.242424242,0.06969697
11138,"Cauliflower, frozen, cooked, boiled, drained, without salt",0.002222222,0.016111111,0.0375,0.188888889,0.055833333
11141,"Celeriac, raw",0.003012821,0.015,0.091987179,0.423076923,0.11
11143,"Celery, raw",0.001683168,0.006930693,0.02970297,0.158415842,0.038316831
11145,"Celtuce, raw",0.0025,0.00875,0.03625,0.125,0.0475
11147,"Chard, swiss, raw",0.001944444,0.018055556,0.0375,0.194444444,0.0575
11149,"Chayote, fruit, raw",0.001287879,0.008181818,0.045075758,0.189393939,0.054545455
11150,"Chayote, fruit, cooked, boiled, drained, without salt",0.0048125,0.0061875,0.050875,0.2375,0.061875
11151,"Chicory, witloof, raw",0.000943396,0.009056604,0.04,0.169811321,0.05
11152,"Chicory greens, raw",0.003103448,0.016896552,0.046896552,0.24137931,0.066896552
11154,"Chicory roots, raw",0.002,0.014,0.175166667,0.716666667,0.191166667
11156,"Chives, raw",0.006666667,0.033333333,0.043333333,0.333333333,0.083333333
11157,"Chrysanthemum, garland, raw",0.0056,0.0336,0.0304,0.24,0.0696
11161,"Collards, raw",0.006111111,0.030277778,0.054166667,0.333333333,0.090555556
11163,"Collards, frozen, chopped, unprepared",0.003684211,0.026947368,0.064631579,0.326315789,0.095263158
11165,"Coriander (cilantro) leaves, raw",0.005,0.0225,0.0375,0.25,0.065
11167,"Corn, sweet, yellow, raw",0.013517241,0.032689655,0.186965517,0.862068966,0.233172413
11170,"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids",0.007695313,0.019492188,0.13859375,0.609375,0.165781251
11172,"Corn, sweet, yellow, canned, whole kernel, drained solids",0.012195122,0.022926829,0.143414634,0.670731707,0.178536585
11177,"Corn, sweet, yellow, canned, drained solids, rinsed with tap water",0.014333333,0.0218,0.1302,0.74,0.166333333
11178,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared",0.007794118,0.030220588,0.207132353,0.882352941,0.245147059
11179,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",0.006727273,0.025515152,0.192969697,0.812121212,0.225212122
11182,"Corn, yellow, whole kernel, frozen, microwaved",0.014184397,0.036170213,0.258723404,1.312056738,0.309078014
11184,"Corn with red and green peppers, canned, solids and liquids",0.005506608,0.023303965,0.181718062,0.748898678,0.210528635
11190,"Cornsalad, raw",0.003928571,0.02,0.036071429,0.214285714,0.06
11191,"Cowpeas (blackeyes), immature seeds, raw",0.003517241,0.029517241,0.188275862,0.896551724,0.221310344
11192,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",0.003818182,0.03169697,0.203212121,0.96969697,0.238727273
11195,"Cowpeas (blackeyes), immature seeds, frozen, unprepared",0.007,0.0898125,0.2513125,1.3875,0.348125
11196,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt",0.006588235,0.084882353,0.237588235,1.317647059,0.329058823
11197,"Cowpeas, young pods with seeds, raw",0.002978723,0.032978723,0.095,0.436170213,0.130957446
11199,"Yardlong bean, raw",0.003956044,0.028021978,0.083516484,0.472527473,0.115494506
11200,"Yardlong bean, cooked, boiled, drained, without salt",0.000961538,0.025288462,0.091826923,0.471153846,0.118076923
11201,"Cowpeas, leafy tips, raw",0.0025,0.041111111,0.048333333,0.277777778,0.091944444
11203,"Cress, garden, raw",0.007,0.026,0.055,0.32,0.088
11205,"Cucumber, with peel, raw",0.001153846,0.006538462,0.036346154,0.153846154,0.044038462
11206,"Cucumber, peeled, raw",0.001578947,0.005864662,0.021578947,0.120300752,0.029022556
11207,"Dandelion greens, raw",0.007090909,0.027090909,0.092,0.454545455,0.126181818
11209,"Eggplant, raw",0.001829268,0.009756098,0.058780488,0.243902439,0.070365854
11210,"Eggplant, cooked, boiled, drained, without salt",0.002323232,0.008282828,0.087272727,0.353535354,0.097878787
11211,"Edamame, frozen, unprepared",0.047288136,0.11220339,0.076101695,1.093220339,0.235593221
11212,"Edamame, frozen, prepared",0.052,0.119096774,0.089096774,1.212903226,0.260193548
11213,"Endive, raw",0.002,0.0124,0.0336,0.16,0.048
